ID,NED identifier or alternate ID,I/O,year,type,line,z_opt,ez_opt,z_line,ez_line,FWHM,eFWHM,SdV,eSdV,u,eu,reference,Comments,Literature L’ [K km/s pc2],Literature eL’ [K km/s pc2],Literature LIR(8-1000micron) [Lsun],Literature eLIR(8-1000micron) [Lsun],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1413+117,Cloverleaf,1,2011,QSO   ,12CO(1-0),2.5582,0.0003,2.5574,0.0001,422,19,1.406,0.053,11,-999,Riechers et al. (2011f),GBT/Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1413+117,Cloverleaf,1,1994,QSO   ,12CO(3-2)   ,2.5582,0.0003,2.5584,0.0001,326,25,8.1,1.2,11,-999,Barvainis et al. (1994),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1413+117,Cloverleaf,1,1995,QSO   ,12CO(3-2)   ,2.5582,0.0003,-999,-999,352,81,14.4,4.4,11,-999,Wilner et al. (1995),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1413+117,Cloverleaf,1,1997,QSO   ,12CO(3-2)   ,2.5582,0.0003,2.5579,-999,362,23,9.9,0.6,11,-999,Barvainis et al. (1997),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1413+117,Cloverleaf,1,2003,QSO   ,12CO(3-2)   ,2.5582,0.0003,2.55784,0.00003,416,6,13.2,0.2,11,-999,Weiss et al. (2003)         ,,4.62E+11,7.7E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1413+117,Cloverleaf,1,1997,QSO   ,12CO(4-3),2.5582,0.0003,2.5579,-999,375,16,21.1,0.8,11,-999,Barvainis et al. (1997),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1413+117,Cloverleaf,1,1997,QSO   ,12CO(5-4),2.5582,0.0003,2.5579,-999,398,25,24,1.4,11,-999,Barvainis et al. (1997),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1413+117,Cloverleaf,1,1997,QSO   ,12CO(7-6),2.5582,0.0003,2.5579,-999,376,-999,47.3,2.2,11,-999,Barvainis et al. (1997),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1413+117,Cloverleaf,1,1997,QSO   ,12CO(7-6),2.5582,0.0003,-999,-999,480,35,50.1,2.8,11,-999,Alloin et al. (1997),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1413+117,Cloverleaf,1,1997,QSO,12CO(7-6),2.5582,0.0003,2.5582,0.0003,339,21,41,4,11,-999,Yun et al. (1997),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1413+117,Cloverleaf,0,2004,QSO   ,HCN(1-0),2.5582,0.0003,2.5569,0.0006,-999,-999,0.069,0.012,11,-999,Solomon et al. (2003),,4.73E+10,5.5E+09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1413+117,Cloverleaf,1,1997,QSO   ,HCN(4-3),2.5582,0.0003,2.5579,-999,436,103,2.6,0.5,11,-999,Barvainis et al. (1997),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1413+117,Cloverleaf,1,2005,QSO   ,[CI]609,2.5582,0.0003,-999,-999,360,60,3.9,0.6,11,-999,Weiss et al. (2005a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1413+117,Cloverleaf,1,1997,QSO    ,[CI]609,2.5582,0.0003,2.5579,-999,430,46,3.6,0.4,11,-999,Barvainis et al. (1997),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1413+117,Cloverleaf,1,2003,QSO,[CI]370,2.5582,0.0003,-999,-999,368,25,5.2,0.3,11,-999,Weiss et al. (2003)         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1413+117,Cloverleaf,0,2006,QSO   ,HCO+(1-0),2.5582,0.0003,-999,-999,-999,-999,0.074,0.006,11,-999,Riechers et al. (2006a),,3.85E+10,3.3E+09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1413+117,Cloverleaf,1,2011,QSO   ,HCO+(4-3),2.5582,0.0003,-999,-999,288,79,0.54,0.09,11,-999,Riechers et al. (2011a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1413+117,Cloverleaf,1,2007,QSO   ,CN(3-2),2.5582,0.0003,-999,-999,666,97,1.37,0.17,11,-999,Riechers et al. (2007b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J154359.3+535903,,1,2008,QSO   ,12CO(3-2)   ,2.3692,0.0015,2.3698,0.0006,520,140,1,0.2,1,-999,Coppin et al. (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS1611+4719,,1,2008,QSO   ,12CO(3-2)   ,2.403,0.0008,2.3961,0.0002,230,40,1.7,0.3,1,-999,Coppin et al. (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC1643+4631A,,1,1994,QSO,12CO(1-0),3.137,-999,-999,-999,680,-999,10,3.4,1,-999,Frayer et al. (1994),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC1643+4631A,,1,1994,QSO   ,12CO(3-2)   ,3.137,-999,-999,-999,800,-999,11.4,3.5,1,-999,Frayer et al. (1994),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J164914.9+530316,,0,2008,QSO   ,12CO(3-2)   ,2.2704,0.0009,-999,-999,-999,-999,0.8,99,1,-999,Coppin et al. (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J205406.49−000514.8,,1,2013,QSO,12CO(6-5),-999,-999,6.0379,0.0022,360,110,0.34,0.07,1,-999,Wang et al. (2013),,-999,-999,8.0E+12,3.3E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J205406.49−000514.8,,1,2013,QSO,[CII]158,-999,-999,6.0391,0.0001,243,10,3.37,0.12,1,-999,Wang et al. (2013),,-999,-999,8.0E+12,3.3E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J231038.88+185519.7,,1,2013,QSO   ,12CO(6-5)     ,6.00,-999,6.0025,0.0007,456,64,1.52,0.13,1,,Wang et al. (2013),,-999,-999,1.7E+13,1.8E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J231038.88+185519.7,,1,2013,QSO   ,[CII]158     ,6.00,-999,6.0031,0.0002,393,21,8.83,0.44,1,,Wang et al. (2013),,-999,-999,1.7E+13,1.8E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSSJ2322+1944,,1,2002,QSO   ,12CO(1-0),4.1108,0.0005,4.1192,0.0004,200,70,0.19,0.08,5.34,-999,Carilli et al. (2002b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSSJ2322+1944,,1,2006,QSO   ,12CO(1-0),4.1108,0.0005,4.1179,0.0002,190,14,0.155,0.013,5.34,-999,Riechers et al. (2006c),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSSJ2322+1944,,1,2002,QSO   ,12CO(2-1),4.1108,0.0005,4.1102,-999,280,42,0.92,0.03,5.34,-999,Carilli et al. (2002b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSSJ2322+1944,,0,2008,QSO   ,12CO(2-1),4.1108,0.0005,-999,-999,-999,-999,0.12,-999,5.34,-999,Riechers et al. (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSSJ2322+1944,,1,2011,QSO   ,[CI]370,4.1108,0.0005,-999,-999,160,55,1.4,0.3,3.5,-999,Walter et al. (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMJ021725-045934,SHADESJ021725-045937   SXDF11,1,2013,SMG,12CO(4-3),2.1,-999,2.292,-999,850,90,1.1,0.19,1,-999,Bothwell et al. (2013),,1.8E+10,6E+09,4.37E+12,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMJ021725-045934,SHADESJ021725-045937   SXDF11,0,2013,SMG,12CO(4-3),2.1,-999,2.292,-999,-999,-999,1,0.2,1,-999,Alaghband-Zadeh et al. (2013),,1.6E+10,5.7E+09,4.37E+12,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMJ021725-045934,SHADESJ021725-045937   SXDF11,0,2013,SMG,[CI]609,2.1,-999,-999,-999,-999,-999,0.7,99,1,-999,Alaghband-Zadeh et al. (2013),,,,4.37E+12,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMJ021738-050339,,1,2013,SMG,12CO(4-3),-999,-999,2.037,-999,930,70,3.2,0.5,1,-999,Bothwell et al. (2013),,4.2E+10,9E+09,4.37E+12,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
       SMMJ021738-050339a,,0,2013,SMG/AGN,12CO(4-3),-999,-999,2.037,-999,-999,-999,1.1,0.3,1,-999,Alaghband-Zadeh et al. (2013),,1.4E+10,7E+09,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
       SMMJ021738-050339a,,0,2013,SMG/AGN,[CI]609,-999,-999,2.037,-999,-999,-999,0.7,0.2,1,-999,Alaghband-Zadeh et al. (2013),,-999,-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
       SMMJ021738-050339b,,0,2013,SMG,12CO(4-3),-999,-999,2.037,-999,-999,-999,1.6,0.5,1,-999,Alaghband-Zadeh et al. (2013),,2.1E+10,9E+09,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
       SMMJ021738-050339b,,0,2013,SMG,[CI]609,-999,-999,2.037,-999,-999,-999,0.7,99,1,-999,Alaghband-Zadeh et al. (2013),,-999,-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMJ021738-050528,SMMJ0217−0505   SXDF7,1,2013,SMG,12CO(4-3),-999,-999,2.541,-999,490,60,1.9,0.19,1,-999,Bothwell et al. (2013),,3.7E+10,1.1E+10,4.37E+12,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMJ021738-050528,SMMJ0217−0505   SXDF7,0,2013,SMG,12CO(4-3),-999,-999,2.529,-999,-999,-999,1.6,0.3,1,-999,Alaghband-Zadeh et al. (2013),,3.1E+10,1.7E+10,4.37E+12,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMJ021738-050528,SMMJ0217−0505   SXDF7,0,2013,SMG,[CI]609,-999,-999,2.529,-999,-999,-999,0.8,0.2,1,-999,Alaghband-Zadeh et al. (2013),,,,4.37E+12,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMJ02396-0134,SMMJ02399-0134,1,2005,SMG,12CO(2-1),1.062,0.001,1.062,0.002,780,60,3.4,0.3,2.5,-999,Greve et al. (2005),"Smail+02,Wu+09: submm data",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMJ02399-0136,SMMJ023951.87-013558.8,1,2010,SMG,12CO(1-0),2.803,0.003,2.808,0.002,-999,-999,0.7,0.18,2.5,-999,Ivison et al. (2010)b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMJ02399-0136,SMMJ023951.87-013558.8,1,2012,SMG,12CO(1-0),2.803,0.003,2.8083,0.0007,-999,-999,0.6,0.12,2.5,-999,Thomson et al. (2012),JVLA,2.37E+11,4.7E+09,1.98E+13,2E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMJ02399-0136,SMMJ023951.87-013558.8,1,1998,SMG,12CO(3-2)   ,2.803,0.003,2.808,0.002,710,80,3,0.4,2.5,-999,Frayer et al. (1998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMJ02399-0136,SMMJ023951.87-013558.8,1,2003,SMG,12CO(3-2)   ,2.803,0.003,2.8076,0.0002,1100,-999,3.1,0.4,2.5,-999,Genzel et al. (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMJ02399-0136,SMMJ023951.87-013558.8,0,2006,SMG,HCN(1-0),2.803,0.003,-999,-999,-999,-999,0.08,99,2.5,-999,Greve et al. (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMJ02399-0136,SMMJ023951.87-013558.8,0,2011,SMG,[CI]609,2.803,0.003,-999,-999,-999,-999,1.9,0.2,2.5,-999,Walter et al. (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMJ02399-0136,SMMJ023951.87-013558.8,0,2011,SMG,[CI]370,2.803,0.003,-999,-999,-999,-999,1.8,0.9,2.5,-999,Walter et al. (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMJ03023+0007,CFRS03.0346   SMMJ030227.73+000653.3,1,2013,SMG,12CO(2-1),-999,-999,1.406,-999,320,40,0.4,0.1,1,-999,Bothwell et al. (2013),,1E+10,3E+09,4.79E+12,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LESSJ033229.4-275619,,1,2011,SMG,12CO(2-1),4.762,0.002,4.755,0.001,160,65,0.09,0.02,1,-999,Coppin et al. (2010),,2E+10,4E+09,6.1E+12,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LESSJ033229.4-275619,,1,2011,SMG,[CII]158     ,4.762,0.002,4.7534,0.0009,161,45,14.7,2.2,1,-999,De Breuck et al. (2011),,1.02E+10,0.15,6.1E+12,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMJ04135+1027,SMMJ041327.2+102743,1,2011,SMG,12CO(1-0),2.837,0.003,2.847,0.0004,505,75,0.644,0.082,1.6,-999,Riechers et al. (2011f),old magnification = 1.3,,,2.9E+13,5E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMJ04135+1027,SMMJ041327.2+102743,1,2004,SMG,12CO(3-2)   ,2.837,0.003,2.846,0.002,340,120,5.4,1.3,1.6,-999,Hainline et al. (2004),old magnification = 1.3,,,2.9E+13,5E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMJ04135+1027,SMMJ041327.2+102743,1,2013,SMG,12CO(3-2)   ,2.837,0.003,2.8458,0.0006,679,120,4.78,0.67,1.6,-999,Riechers et al. (2013b),Improved magnification = 1.6+-0.5,,,2.9E+13,5E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMJ04135+1027,SMMJ041327.2+102743,1,2007,SMG,HCN(1-0),2.837,0.003,-999,-999,550,-999,0.06,99,1.6,-999,Gao et al. (2007),old magnification = 1.3,,,2.9E+13,5E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMJ04431+0210,ERON4,1,2010,SMG,12CO(1-0),2.5092,0.0008,2.5086,0.0007,415,62,0.32,0.06,4.4,-999,Harris et al. (2010),,-999,-999,2.95E+12,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMJ04431+0210,ERON4,1,2003,SMG,12CO(3-2)   ,2.5092,0.0008,2.5094,0.0002,350,60,1.4,0.2,4.4,-999,Neri et al. (2003),,4.6E+10,1.4E+10,2.95E+12,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMJ04431+0210,ERON4,1,2006,SMG,12CO(3-2)   ,2.5092,0.0008,2.509,0.001,350,40,1.4,0.2,4.4,-999,Tacconi et al. (2006),,4.6E+10,1.4E+10,2.95E+12,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMJ04431+0210,ERON4,1,2003,SMG,12CO(3-2)   ,2.5092,0.0008,-999,-999,520,-999,2.5,99,4.4,-999,Frayer et al. (2003),,-999,-999,2.95E+12,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMJ04431+0210,ERON4,0,2003,SMG ,12CO(7-6),2.5092,0.0008,-999,-999,-999,-999,0.8,99,4.4,-999,Neri et al. (2003),,-999,-999,2.95E+12,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMJ04431+0210,ERON4,0,2006,SMG,12CO(7-6),2.5092,0.0008,-999,-999,-999,-999,1,0.3,4.4,-999,Tacconi et al. (2006),,-999,-999,2.95E+12,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMJ09431+4700-H6,,1,2011,SMG,12CO(1-0),3.349,0.001,3.3545,0.0009,339,136,0.061,0.021,1.3,-999,Riechers et al. (2011e),,2.49E+10,8.6E+09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMJ09431+4700-H6,,0,2006,SMG,12CO(4-3),3.349,0.001,3.346,0.001,-999,-999,0.4,99,1.3,-999,Tacconi et al. (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMJ09431+4700-H6,,0,2010,SMG,12CO(6-5),3.349,0.001,-999,-999,-999,-999,1.1,0.2,1.3,-999,Engel et al. (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
